Sector,region,substance,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deforestation,Africa,CO2,1641.98340258,1641.98340258,1641.98340258,1641.98340258,1641.98340258,1641.98340258,1641.98340258,1641.98340258,1641.98340258,1641.98340258,1641.98340258,1641.98340258,1641.98340258,1641.98340258,1641.98340258,1641.98340258,1636.71756854,1636.71756854,1636.71756854,1636.71756854,1636.71756854,1982.62473196,1982.62473196,1982.62473196,1982.62473196,1982.62473196,1760.9116456,1760.9116456,1760.9116456,1760.9116456,1760.9116456
Deforestation,Asia-Pacific Developed,CO2,176.899425904087,163.185757761149,120.217098428553,104.799764228012,92.1451238024871,81.7547601209744,76.8531734194916,76.4414008822261,74.7647224102066,85.0505824842682,84.084868683224,98.3058369744297,93.1709163539765,87.3778952911556,88.3341185831369,108.305092181976,109.316666177608,115.011718048647,80.5876288014807,69.7847533942519,74.5699823503851,60.5924342079026,56.0967585804995,62.3578532900769,62.8932865782588,52.7118075232382,51.9722565075145,49.1123275080375,52.5984675156262,40.1259383545048,42.188621447746
Deforestation,Eastern Asia,CO2,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303,2.303
Deforestation,Eurasia,CO2,18.8127623464528,16.2431313000029,15.7947567302772,15.5485795847293,12.6626154129759,13.9041434666314,12.2152841779265,10.9079900392773,10.7855263621985,11.2654008106239,11.1618490500545,9.4170533732221,9.58894835273692,8.90599894707726,8.8225805726333,8.40268879145225,13.1375363081133,13.0580294074529,11.5564500625131,14.1859297519015,9.5369326080623,12.6656987416227,11.7820222937964,10.0630279789963,9.80788828225601,18.9411096419414,6.23880139563776,6.51455423880415,6.36721971249655,13.8871394898681,3.53453032048208
Deforestation,Europe,CO2,36.3638224654165,34.6786944369151,34.9916738016832,30.8740444577706,29.9792692479082,30.1544574027876,31.5194814856143,34.0264159880613,58.9634769686265,38.4599992287763,34.932614001269,35.9746326697467,38.5215844423262,34.6400914882137,37.7167968813083,43.8630576994791,46.8502306866249,48.6902490053245,77.0569015707688,50.6954454867494,49.2477675604093,44.8272369231928,44.3219621190245,39.5376523463808,40.0377050863928,46.2775830504205,45.695870891182,41.3476108703502,40.7906825269879,41.4007407976519,39.9142067873318
Deforestation,Latin America and Caribbean,CO2,2464.825507,2464.825507,2464.825507,2464.825507,2464.825507,2464.825507,2464.825507,2464.825507,2464.825507,2464.825507,2464.825507,2464.825507,2464.825507,2464.825507,2464.825507,2464.825507,1653.06822939999,1653.06822939999,1653.06822939999,1653.06822939999,1653.06822939999,1225.977510522,1225.977510522,1225.977510522,1225.977510522,1225.977510522,1263.531504846,1263.531504846,1263.531504846,1263.531504846,1263.531504846
Deforestation,Middle East,CO2,99.6917299999999,99.6917299999999,99.6917299999999,99.6917299999999,99.6917299999999,99.6917299999999,99.6917299999999,99.6917299999999,99.6917299999999,99.6917299999999,99.6917299999999,99.6917299999999,99.6917299999999,99.6917299999999,99.6917299999999,99.6917299999999,99.6917299999999,99.6917299999999,99.6917299999999,99.6917299999999,99.6917299999999,99.6917299999999,99.6917299999999,99.6917299999999,99.6917299999999,99.6917299999999,99.6917299999999,99.6917299999999,99.6917299999999,99.6917299999999,99.6917299999999
Deforestation,North America,CO2,128.780501856806,128.890215180626,128.960045335239,128.919027950215,128.970718686455,128.978306439119,129.021753665818,129.105101871461,129.255336111904,129.370745771814,129.607691364072,129.817633757361,129.996229504744,130.311321892262,130.568129691772,130.900045562434,131.236225817658,131.556751122687,131.805038825654,131.996657398856,132.188975022171,132.423686912724,132.657503459392,133.042876958943,133.54520552987,133.847715073174,134.027895957939,134.24384329187,134.280988795305,134.287373221374,134.331383571295
Deforestation,South-East Asia and developing Pacific,CO2,533.7878548,533.7878548,533.7878548,533.7878548,533.7878548,533.7878548,533.7878548,533.7878548,533.7878548,533.7878548,533.7878548,533.7878548,533.7878548,533.7878548,533.7878548,533.7878548,518.915993199999,518.915993199999,518.915993199999,518.915993199999,518.915993199999,583.699995599999,583.699995599999,583.699995599999,583.699995599999,583.699995599999,647.0226102,647.0226102,647.0226102,647.0226102,647.0226102
Deforestation,Southern Asia,CO2,28.8749912,28.8749912,28.8749912,28.8749912,28.8749912,28.8749912,28.8749912,28.8749912,28.8749912,28.8749912,28.8749912,28.8749912,28.8749912,28.8749912,28.8749912,28.8749912,28.8934165999999,28.8934165999999,28.8934165999999,28.8934165999999,28.8934165999999,28.9630579999999,28.9630579999999,28.9630579999999,28.9630579999999,28.9630579999999,28.9683159999999,28.9683159999999,28.9683159999999,28.9683159999999,28.9683159999999
Fires,Africa,CO2,125.899474020442,108.362677880122,122.673040452496,193.62309412874,124.398526237692,124.398526237692,138.62793970928,47.5709069030189,125.655293693465,158.839256136667,273.563893169738,173.072286906018,163.184921852905,117.874542288276,118.727922966484,132.411929211685,139.84670684381,127.624200862426,176.070337561927,122.355350255073,206.302105442817,316.089302836341,225.657265003616,134.663217418762,88.5230302067032,92.3307356127014,105.096012212127,141.46731769915,88.3869726453705,77.7049210342788,147.937509631958
Fires,Asia-Pacific Developed,CO2,312.082405063545,354.05619723096,419.224902985899,756.191262031342,386.518337728298,386.518337728298,241.857215320657,143.908495798128,381.224406432436,466.635826401104,699.805253734912,790.199797515073,1122.36751925517,285.335503965065,579.253691895774,139.555863426536,673.368298012092,588.121083993484,229.934419985641,268.696506340217,129.150916691299,1257.96017976669,1161.20984638815,256.620226004348,470.606672188079,457.236272635047,170.710558783828,671.312478433578,571.458767322494,510.045169532653,219.087948651733
Fires,Eastern Asia,CO2,141.13527530094,138.691793549832,191.508689965566,145.780569723684,118.61550522848,118.61550522848,74.988898078894,25.6200266036376,128.481678421082,104.868051460522,153.224385819684,54.5181811909812,7.25010018644714,26.345195368927,16.1981103479309,8.79379819799041,6.85553611928558,8.39731962457275,31.4506658783493,16.8419753031845,10.8938473451538,9.83486086886596,6.11773108428192,7.38062587361145,16.3243828746108,8.26550741909027,7.79944551088714,6.04565739390564,10.1598788226699,9.46788698048401,8.29705076887512
Fires,Eurasia,CO2,413.942884926274,438.05022784752,391.468923266046,258.249563022755,589.504504824646,589.504504824646,535.401156949547,348.273242769566,194.712483106512,428.458230906706,506.393996610953,156.199305467202,172.257987205932,362.930891275032,170.07692947789,144.999261044303,160.254577771492,98.2039865479355,354.031789898437,149.374487754402,193.52593925254,175.44940208805,280.21242306166,129.916590269813,260.622203272735,97.856640161972,203.127156045806,109.496858490203,254.174058824897,196.558255388725,152.339172772499
Fires,Europe,CO2,44.2038922022976,28.3244954742193,22.6388162992185,15.5371693806588,34.0091358941481,34.0091358941481,37.2649816105525,7.93113971510302,50.7655321188683,20.3421723968246,40.7306834321354,37.1444359532026,6.20100510557556,15.0017308864517,2.92410262735748,12.6102162152862,6.39293568161773,9.51381533357238,2.88427247977447,5.62186982014465,5.16366970397186,6.55573401161194,12.046149588356,4.5851497848587,7.60824648587799,10.7964284499587,5.1207707549057,20.9309296493377,4.77424076964569,9.53159902574157,11.5832890050735
Fires,Latin America and Caribbean,CO2,78.7003857205633,72.1859582444439,58.0760706163254,50.7479413993917,96.5086026487448,96.5086026487448,82.6207584068309,53.6875471250953,58.4430089969485,81.2390586682766,42.8316197342984,60.7240536539453,24.1599049499664,26.9315068425369,12.229800773262,17.459704037445,14.8049118494949,9.64611993641662,22.4098440276718,16.0233881330337,8.11350788679504,20.6660329920272,12.4855830270919,10.7003297946166,8.41528390723419,17.2010485496978,18.7674701201705,45.4920278855972,16.0595961683578,17.2748892042388,25.2614739932174
Fires,Middle East,CO2,2.56197012458276,5.46649213201926,1.77277638693755,2.24350843957471,4.91960512920331,4.91960512920331,7.07214940248441,1.66995288961982,6.8927261359694,4.38257436847209,3.29868970086526,3.90936121779285,0.962833090164184,0.642183028442382,0.843420280456543,0.975338630249023,0.742908995788574,0.882350646423339,0.214638673835754,0.208238331207275,1.58850768818664,1.06338084863281,0.388804699859619,0.604089258422851,1.12315809975433,0.770506495666504,1.25996457292938,0.950485501647949,0.471160862190246,21.1143688607635,3.89363500572204
Fires,North America,CO2,195.11667186498,210.301687550183,126.660555880023,149.294879478123,285.80428894352,285.80428894352,126.937617515037,84.4645177169746,327.830107939344,135.304532913511,149.159859992464,89.9781191585884,79.0809150909424,87.8539479434585,70.5062556863708,74.9698625775451,47.8964958454132,62.0204082145385,47.1098193586425,33.3905288621978,44.8308686366424,58.6122165694885,78.8858297012329,115.787678949768,77.3192167744598,130.42809046907,59.3695159805374,92.586956993103,105.42846440155,61.066846921524,89.3501844265823
Fires,South-East Asia and developing Pacific,CO2,1.00751214095127,3.87168364790791,3.65636400255015,7.64370137486255,2.63706782464134,2.63706782464134,3.12292929433727,1.73976886054229,3.20213024642679,3.71177135169339,6.11062059342163,2.18073298323595,4.07660996998596,5.79247365908813,8.737733884346,5.53658659677886,4.79263383620452,7.40891046682739,1.16019631145477,7.0067421880722,7.52897842768859,2.24014154298401,5.13893746929168,7.7383483620758,4.75543053467559,7.26527060431671,4.55210330857849,1.17327993863678,1.69158618051147,4.89733842925262,3.18226038054656
Fires,Southern Asia,CO2,3.32052313870823,8.39317819782173,6.85457551726496,7.73251894527912,8.6494934658997,8.6494934658997,6.2168803078413,3.07904114833641,6.05644369642734,6.22830909461426,7.94549889444863,4.48961851936915,0.474569135627746,2.77467564094543,2.75022988129425,1.83929585560607,2.56751844184112,2.77007460646057,1.56747826787567,7.62781172315216,3.35905289894867,1.40483057363891,5.87900098173523,1.65529624438476,3.88620473573303,1.99260438516235,4.17304259399414,1.66605739837646,3.09694199256897,3.92039977148437,0.908672247032165
Forest Land,Africa,CO2,-3767.38396544441,-3724.55218234093,-3626.98356074665,-3523.14715172569,-3410.24017676465,-3305.34179298968,-3255.64201996643,-3204.84523514863,-3164.65651755523,-3114.60754996155,-3045.76920526957,-2986.88963340866,-2948.42628034831,-2889.20941822018,-2856.56219058382,-2787.5076722858,-2723.05665090302,-2686.91379677763,-2813.18942150505,-2788.82637818388,-2737.85188890063,-2700.68549676103,-2657.8674535789,-2614.36520254481,-2568.56994457151,-2516.04675555693,-2531.53228214447,-2492.01016769173,-2448.74446357306,-2480.06927931596,-2428.03056156307
Forest Land,Asia-Pacific Developed,CO2,-567.171809970801,-568.105425831126,-567.546839682765,-567.112656315041,-565.045065134131,-559.712821517825,-560.944270336712,-555.367614857723,-558.956490958335,-552.603777445042,-541.887931737784,-542.660292053619,-544.139073641314,-547.729172041237,-548.112183717891,-549.398293973311,-545.552657438237,-541.884881785365,-548.858851333832,-555.281720785319,-547.128625519059,-538.268798183954,-542.091954229791,-534.932164935387,-530.175126589037,-525.626798864833,-519.764809045217,-497.032531555478,-493.158919461127,-491.234807888358,-489.730025794385
Forest Land,Eastern Asia,CO2,-1406.46781351992,-1408.84180220939,-1414.08116988219,-1421.31083238133,-1433.48272692127,-1428.01096920242,-1428.3316098274,-1433.51229470487,-1433.18812202115,-1430.52784447396,-1437.93509172528,-1443.52071431674,-1445.86118881346,-1449.60986721158,-1453.25024717727,-1467.17625184901,-1476.00817020551,-1414.37808682587,-1374.16821944673,-1326.83355326593,-1295.98099756441,-1299.56214699135,-1303.15810728105,-1294.39174080536,-1385.86643734284,-1422.26368428877,-1331.10775209157,-1340.09893651188,-1307.68804477381,-1317.19060670708,-1321.75667493729
Forest Land,Eurasia,CO2,-1382.7777921677,-1379.72852346555,-1378.05905398888,-1613.8259102181,-1886.38238047852,-1868.95220344729,-1937.44883355924,-1771.37499228349,-1838.27266058207,-1748.83974394532,-1689.53773379121,-1661.27549930927,-1657.78003786044,-1618.83964582625,-1598.94937878693,-1583.87560818849,-1551.48078218391,-1488.06672811737,-1714.53598072611,-1731.02826658816,-1643.14777687191,-1575.33989913445,-1554.07850036881,-1548.70829247856,-1503.91053434488,-1492.32117426609,-1468.8177680828,-1469.57441365968,-1345.51263874661,-1410.69891643468,-1412.56715672486
Forest Land,Europe,CO2,-705.868829195528,-832.988034405434,-825.445061139732,-836.508410091222,-788.024084598139,-749.4952559305,-770.565046367428,-726.608514997836,-723.051688357626,-707.528297504517,-636.224601921101,-687.172480118373,-676.375108602854,-646.054607639586,-621.766932459256,-569.291588768689,-611.982141235179,-538.454998039512,-613.168787386114,-699.905701225988,-598.249549280271,-584.837508459672,-592.535545973823,-589.293366249492,-568.79740233638,-562.46196475763,-547.989121069803,-546.26894046125,-487.700772116713,-459.024246114656,-485.777857437182
Forest Land,Latin America and Caribbean,CO2,-1613.32638599656,-1561.34067315184,-1598.82640909394,-1576.95772557633,-1499.10185413193,-1425.13444041355,-1403.12951591956,-1359.12656673886,-1312.27525625891,-1222.16813215195,-1169.99540699909,-1219.28722580407,-1157.05885602385,-1005.51775285086,-964.914733019687,-1046.56759597936,-1078.56296158484,-1035.61924807076,-1259.02546653227,-1285.8403612042,-1241.8506324516,-1103.84902870999,-1004.10744901569,-1030.49167087502,-1024.78924465882,-1098.02739013435,-1038.94507998433,-1006.93091375098,-920.760111518078,-1024.34136748335,-1036.56188517488
Forest Land,Middle East,CO2,-11.2863072230745,-10.1117605408427,-10.1510784926085,-9.76469386220419,-9.58029739308565,-9.41648651761954,-9.37681687796475,-8.92968982370831,-9.18269742682367,-9.37352089534791,-9.28850098883843,-9.2369051574682,-10.188981703237,-9.48052189141783,-9.38866634626564,-9.54081362166633,-9.36305025267554,-9.05835841751504,-8.82730138287271,-8.72528924760813,-8.84287475085653,-8.81651540516557,-8.44773272337143,-8.2803549064901,-8.08247113023547,-8.57804547031462,-8.8308664368572,-8.67007357204515,-8.55158754077821,-8.41126782520606,-8.33090639321473
Forest Land,North America,CO2,-1731.45281937235,-1766.2489618583,-1763.58726218761,-1776.34520398594,-1757.63047636198,-1752.96538649323,-1769.22215093626,-1761.21513227948,-1772.56856218109,-1741.92531648654,-1734.72030065267,-1814.70901629505,-1798.52183719094,-1836.3907138786,-1758.42914828944,-1762.2200754183,-1823.87251896528,-1928.96055696763,-2168.37389458657,-2315.83304326895,-2172.27997410002,-2115.64061475181,-2128.88786977659,-2099.21549280001,-2091.87159691777,-2087.20401238987,-2155.99326189477,-2152.79092175784,-2099.01406626833,-2057.19902016137,-2139.53695557291
Forest Land,South-East Asia and developing Pacific,CO2,262.699361777391,255.008141833514,243.629831971967,156.990423924081,87.194522782665,47.5460243098726,14.9589908371369,4.35303264115512,-8.21719248049016,9.37965932324895,-13.1835454412475,-108.310951695954,-56.2410075260842,-18.0372362687209,-15.4251296845672,-45.3763289037404,-101.952434208564,-82.9357328273259,-146.09877885651,-253.980381757673,-175.769196134558,-115.160830852994,-119.362831683534,-31.4587385473246,-36.992175329577,-211.347536712777,-162.990353022969,-179.693738354448,-171.275953270551,-97.7250101967773,-111.507478042975
Forest Land,Southern Asia,CO2,936.504449099381,976.569415328699,989.362496962607,1003.93667027101,1013.11696254686,1020.74799716904,994.811218938721,989.492595459969,1000.03160736989,1011.12649176353,1011.52049192777,1022.61244724376,1110.65432773359,1119.03380180212,1114.04211100967,1118.56218329174,1120.70874650012,1132.88301752665,1134.07908386843,1135.79673263489,1138.28128593649,1135.54230842167,1130.63267711731,1125.61473134261,1121.31513527476,1106.29442236399,1104.60064361363,1096.51216479554,1090.40799803999,1083.61454393481,1076.41535539262
Organic Soil,Asia-Pacific Developed,CO2,3.30483894890836,3.33280957229517,3.29166332431035,3.22955465336531,3.29304999429653,3.23306859769889,3.33896166767,3.21020906257751,3.28026974354285,3.44033686903702,3.34837222817099,3.36883982210063,3.15803593051143,3.12231354933699,3.27112429729917,3.19279279572496,3.31815562548047,3.1701597955442,3.25333320372117,3.24052596518273,3.3929632293243,3.58177139068016,3.27699690532762,3.1250444651266,3.25800008742279,3.06961539052887,3.06093593763212,3.30619923517283,3.204532383175,3.04253696753437,3.04253696753437
Organic Soil,Eurasia,CO2,161.418071687584,160.279410671999,158.768147179586,157.848183306337,156.420820396382,155.217687710125,153.583160636352,152.008902371609,150.717514993647,149.206828713335,147.699157804892,146.186925935146,144.674444947968,143.150083744329,141.888686729175,140.593126685406,139.279583721632,139.170665395051,137.948705503045,137.674554037494,138.022831722264,137.135837966935,137.136161588983,136.730236922982,137.085154412845,133.529984822141,132.796845206323,132.703299401471,133.441266058759,133.398488952799,133.398488952799
Organic Soil,Europe,CO2,132.10440508109,132.075123207333,131.145174924513,130.556414050412,129.7686300374,129.328677034793,128.84521686027,127.958295866812,126.893989892137,126.386080605685,126.689644664359,126.092504523972,125.757242884878,124.915870918091,124.289358794758,124.136430574275,123.812604683442,122.681490947923,122.219885824057,121.164880396925,120.615024853803,119.71987571584,119.01679611404,117.997383205609,117.60544229286,117.062384932195,116.743803187912,116.71690814925,116.180688264046,115.911660715134,115.911660715134
Organic Soil,North America,CO2,45.8450361847062,45.1263190003127,45.3684582279418,45.6707901279698,45.9670871911044,46.0082193510755,45.9375269842556,45.8987744897777,45.9894515351377,40.3885961421685,40.0741959344715,46.4644888832719,46.448832651563,46.0781085415616,45.9018068154894,45.6116588753872,45.4147276340106,44.5991295211027,44.434957708874,44.1994059550676,44.3807718227162,44.4714459264971,44.5554673528011,43.7520066212151,43.3694368707781,46.0016012256998,46.500194399874,47.2908105455587,45.1196113657139,44.199425319264,44.199425319264
Organic Soil,South-East Asia and developing Pacific,CO2,445.662199999999,445.662199999999,445.662199999999,445.662199999999,445.662199999999,445.662199999999,445.662199999999,445.662199999999,445.662199999999,445.662199999999,445.662199999999,445.662199999999,445.662199999999,445.662199999999,445.662199999999,445.662199999999,647.5958,647.5958,647.5958,647.5958,647.5958,771.379599999999,771.379599999999,771.379599999999,771.379599999999,771.379599999999,617.1036,617.1036,617.1036,617.1036,617.1036
Other,Africa,CO2,37.25707,37.25707,37.25707,37.25707,37.25707,37.25707,37.25707,37.25707,37.25707,37.25707,37.25707,37.25707,37.25707,37.25707,37.25707,37.25707,37.84576,37.84576,37.84576,37.84576,37.84576,35.79412,35.79412,35.79412,35.79412,35.79412,35.79412,35.79412,35.79412,35.79412,35.79412
Other,Asia-Pacific Developed,CO2,4.301937597,-3.758895345,-22.505984305,-27.943760996,-19.53430022,-36.52222284,-27.494749922,-27.22066958,-40.6272807,-43.781940198,-41.267128539,-43.808656719,-53.024870866,-38.651565477,-41.110920209,-29.870049758,-23.845433462,-9.051572519,-4.342659102,12.809308534,-0.661996610100001,11.311275241,3.813951347,-11.191785542,-15.653931416,-24.9019095219,-45.2169483395,-61.720851801,-66.857942493,-70.136948892,-57.9014640147
Other,Eastern Asia,CO2,-117.7808,-117.7808,-117.7808,-117.7808,-117.7808,-117.7808,-117.7808,-117.7808,-117.7808,-117.7808,-117.7808,-117.7808,-117.7808,-117.7808,-117.7808,-117.7808,-136.806704,-136.806704,-136.806704,-136.806704,-136.806704,-196.97356,-196.97356,-196.97356,-196.97356,-196.97356,-196.97356,-196.97356,-196.97356,-196.97356,-196.97356
Other,Eurasia,CO2,-60.307028713,-2.6259680311,15.969031037,33.556083718,-3.389746175,-22.452519878,-35.963652215,-58.989017213,-86.651114267,-99.960817979,-100.0849946,-134.46650834,-160.2839204,-166.71663941,-152.00072851,-164.33989927,-164.28679126,-186.60452859,-205.09701748,-194.94882572,-263.88501439,-239.18704986,-253.07602754,-217.539168545,-270.681974455,-200.358824535,-219.945140658,-233.033018852,-232.19629711,-215.318648725,-209.17112166
Other,Europe,CO2,-99.856213386957,-84.243065800521,-75.958401259656,-71.328547368238,-92.985923725011,-102.837325177394,-102.30839478986,-109.144048070438,-143.348862911862,-198.900409963983,-140.462587903898,-117.468561320337,-132.520110204957,-157.113667644416,-153.829844855466,-174.360712097054,-195.255207184042,-199.398284953108,-158.099220132877,-125.63754561422,-141.440219917355,-125.753817755264,-137.968473048157,-104.894282824854,-113.523682415574,-131.711709877413,-141.817707392408,-142.812172362456,-143.50372226918,-136.193954020541,-159.803269499058
Other,Latin America and Caribbean,CO2,3.81985760000002,3.81985760000002,3.81985760000002,3.81985760000002,3.81985760000002,3.81985760000002,3.81985760000002,3.81985760000002,3.81985760000002,3.81985760000002,3.81985760000002,3.81985760000002,3.81985760000002,3.81985760000002,3.81985760000002,3.81985760000002,-11.5392552,-11.5392552,-11.5392552,-11.5392552,-11.5392552,-29.748951,-29.748951,-29.748951,-29.748951,-29.748951,-29.748951,-29.748951,-29.748951,-29.748951,-29.748951
Other,Middle East,CO2,-1.06854,-1.06854,-1.06854,-1.06854,-1.06854,-1.06854,-1.06854,-1.06854,-1.06854,-1.06854,-1.06854,-1.06854,-1.06854,-1.06854,-1.06854,-1.06854,-1.007384,-1.007384,-1.007384,-1.007384,-1.007384,-1.165386,-1.165386,-1.165386,-1.165386,-1.165386,-1.165386,-1.165386,-1.165386,-1.165386,-1.165386
Other,North America,CO2,-359.3106007,-364.7073182,-341.2006399,-319.7845355,-350.1030639,-308.7310307,-346.608552,-329.7554467,-351.8458203,-353.7037223,-324.9885059,-374.4643994,-340.8564634,-406.4878315,-334.5330196,-381.2670919,-401.7416976,-307.0417127,-222.8790943,-214.7777595,-248.4176528,-261.8217647,-278.3003768,-249.5265713,-277.078398,-208.7974667,-316.4448439,-316.1920271,-285.127973,-246.7251814,-308.6011784
Other,South-East Asia and developing Pacific,CO2,-43.14924,-43.14924,-43.14924,-43.14924,-43.14924,-43.14924,-43.14924,-43.14924,-43.14924,-43.14924,-43.14924,-43.14924,-43.14924,-43.14924,-43.14924,-43.14924,-40.55064,-40.55064,-40.55064,-40.55064,-40.55064,-15.0394400000001,-15.0394400000001,-15.0394400000001,-15.0394400000001,-15.0394400000001,-15.0394400000001,-15.0394400000001,-15.0394400000001,-15.0394400000001,-15.0394400000001
Other,Southern Asia,CO2,-139.475,-139.475,-139.475,-139.475,-139.475,-139.475,-139.475,-139.475,-139.475,-139.475,-139.475,-139.475,-139.475,-139.475,-139.475,-139.475,-139.475,-139.475,-139.475,-139.475,-139.475,-232.476,-232.476,-232.476,-232.476,-232.476,-232.476,-232.476,-232.476,-232.476,-232.476
